StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientCity,RecipientCountry,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q10_70_TEXT,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_14,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,gc
10/5/22 15:03,10/5/22 15:13,0,100,587,1,10/5/22 15:13,R_AsuFRXVSXBP5cd3,Arlington,United States,3,2,4,2,1,1,1,2,1,31,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,7,12,There is a need to have the data systems across the company aligned.,177,1
10/5/22 15:03,10/5/22 15:17,0,100,811,1,10/5/22 15:17,R_tSBSr85ABdJIC3v,New York,United States,3,3,3,4,2,2,2,3,2,31,,3,3,3,2,2,2,2,2,2,2,2,4,4,4,2,5,5,3,2,10,13,"In clinical development, the data were well organized for each individual trials, but localizing past trial data is based on the involvement of the medical director in past trials. It is very tedious to search for data availability, to harmonize data, to generate output. For example for various endpoints (clinical, biomarkers, PROs), for patient population enrolled in the studies, and for samples collected in various studies. The Data42 work with Novartis was very interesting and we should continue that effort. ",176,1
10/5/22 13:05,10/5/22 20:22,0,100,26216,1,10/5/22 20:22,R_1Nyl5RwzkpDbfXo,Arlington,United States,4,4,3,5,5,4,5,5,5,31,,5,5,5,5,5,5,4,5,5,4,4,5,5,6,5,5,5,4,3,11,13,,177,1
10/6/22 6:25,10/6/22 6:33,0,100,457,1,10/6/22 6:33,R_z88O2ECPa4JkZbP,City of London,United Kingdom,4,3,1,3,5,3,1,3,2,31,,5,5,4,4,4,5,4,5,5,3,3,4,3,3,5,5,5,3,1,9,13,,177,1
10/6/22 8:37,10/6/22 8:42,0,100,302,1,10/6/22 8:42,R_PIIUPOnSroVKyBz,Boston,United States,3,4,1,5,5,3,2,1,2,31,,4,4,4,3,3,4,4,4,4,3,3,3,6,6,1,5,5,4,2,10,12,,176,1
10/6/22 8:35,10/6/22 8:56,0,100,1305,1,10/6/22 8:56,R_1irohLWGmzmJu2i,Boston,United States,4,3,2,2,2,4,1,1,1,31,,2,4,2,4,4,4,3,4,4,3,2,4,4,6,3,4,5,6,1,10,13,"We are working with clinical data daily.  We have a lot of industry standards and Biogen-authored infrastructure, security, etc.  We have a data-sharing group.  But several aspects of data knowledge and sharing are possibly under-reported/unknown or under-utilized.  Some aspects: complete landscape/index of data we possess and what is its fundamental purpose; how/where/when is data accessed and for what purpose.  Having a comprehensive, detailed, and reliable index of data is one possibility to explore.  Approach issues like data-sharing to ensure a robust audit-trail, etc.",177,1
10/6/22 9:34,10/6/22 9:39,0,100,249,1,10/6/22 9:39,R_YSI7p1UdOXuufId,Boston,United States,3,3,2,4,3,3,2,3,2,31,,3,2,2,3,3,3,2,3,3,2,1,3,4,3,2,3,4,4,1,10,11,,177,1
10/6/22 9:37,10/6/22 9:43,0,100,352,1,10/6/22 9:43,R_QbwnzAQiq121IGJ,New York,United States,5,2,1,4,5,3,3,3,2,31,,5,5,5,5,5,3,4,6,6,6,6,3,3,6,4,5,4,6,3,8,6,,177,1
10/6/22 9:34,10/6/22 9:45,0,100,624,1,10/6/22 9:45,R_3HpolJDCytU7L7d,Osaka-shi,Japan,3,4,1,2,3,3,1,2,2,31,,2,2,2,2,3,2,3,3,3,4,4,4,3,2,3,3,3,2,3,9,11,,176,1
10/6/22 9:38,10/6/22 9:45,0,100,423,1,10/6/22 9:45,R_3OcSr7DZ6VDGMqr,Boston,United States,4,3,5,4,3,2,3,3,3,31,,4,4,5,4,4,5,3,4,4,2,1,3,6,6,4,5,5,4,3,9,14,"I think the realm I am in (clinical data) is pretty standardized and has some existing governance and structure. The biggest challenge is that the most uses for that data outside of original intent involve marrying it with either operational, financial, quality, commerical or real world data that does not have those properties and makes the data mining and analysis highly challenging. Additionally, once someone leaves (like the Avonex person...) some understanding of which data to use for which thing goes with them. ",177,1
10/6/22 9:34,10/6/22 9:45,0,100,658,1,10/6/22 9:45,R_3LZvxvJeuIrlMmj,Holly Springs,United States,3,2,2,2,2,2,1,2,2,31,,2,2,2,1,6,1,4,6,4,6,1,2,6,6,3,4,5,2,2,8,14,,177,1
10/6/22 9:35,10/6/22 9:47,0,100,667,1,10/6/22 9:47,R_r3l5Oc8BD9ZryZr,Arlington,United States,4,3,5,4,4,2,1,4,2,31,,4,4,4,2,2,2,2,2,4,1,1,2,2,2,5,4,4,4,1,8,6,,177,1
10/6/22 9:34,10/6/22 9:47,0,100,754,1,10/6/22 9:47,R_4ZsygFiel7qtg8V,Boston,United States,3,2,1,4,3,3,1,3,3,31,,3,4,6,6,4,6,4,3,6,4,3,5,6,6,4,5,5,6,6,9,6,,176,1
10/6/22 9:34,10/6/22 9:51,0,100,987,1,10/6/22 9:51,R_1FxOuXcxC5Bejth,Boston,United States,5,4,4,5,3,3,3,2,2,31,,4,4,2,5,5,6,5,5,5,5,6,5,5,5,4,4,5,6,6,8,14,"An excel sheet that contains the description of variables in the dataset would be very helpful. The variable names are usually using acronyms which made it difficult to understand. Without any background information, it is extremely hard to know the meanings of the acronyms.",177,1
10/6/22 9:38,10/6/22 10:02,0,100,1422,1,10/6/22 10:02,R_2fwgu0psBtBMUfI,City of London,United Kingdom,5,3,3,4,4,2,1,3,2,31,,5,5,3,4,4,4,2,4,4,2,2,3,4,6,4,5,4,4,2,10,13,"Give the experts in the data (the SMEs) a framework to follow, and let them suggest solutions to improve data maturity in their domains.  Base our efforts on real use-cases that will add value.",177,1
10/10/22 9:25,10/10/22 9:30,0,100,325,1,10/10/22 9:30,R_Okzsuuh1fENnU09,City of London,United Kingdom,4,1,3,4,3,2,2,2,2,31,,3,3,2,3,3,2,2,3,3,2,2,3,3,3,4,2,3,3,3,10,14,,176,1
10/10/22 9:24,10/10/22 9:31,0,100,377,1,10/10/22 9:31,R_2CIfE5WkOOwLylj,Madrid,Spain,4,3,1,2,2,3,2,2,2,31,,2,2,2,6,4,6,6,4,4,4,2,3,3,2,3,4,5,6,6,11,13,,195,1
10/10/22 9:37,10/10/22 9:44,0,100,445,1,10/10/22 9:44,R_2Vs9pMi6tPXUYO9,Arlington,United States,5,5,3,5,5,5,4,5,4,31,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,2,11,13,,177,1
10/10/22 9:37,10/10/22 9:48,0,100,636,1,10/10/22 9:48,R_3fIWHoIDjxhr4fk,Boston,United States,3,5,3,4,4,4,3,2,3,31,,5,4,4,5,5,4,4,5,5,5,5,4,5,5,3,5,6,6,6,10,13,,174,1
